name,site_type,link,unique_id,gallery_url,picture_url
Fortress of Suomenlinna,cultural,https://whc.unesco.org/en/list/583,583,https://whc.unesco.org/en/list/583/gallery,https://whc.unesco.org/uploads/thumbs/site_0583_0004-1200-630-20151104174432.jpg
Old Rauma,cultural,https://whc.unesco.org/en/list/582,582,https://whc.unesco.org/en/list/582/gallery,https://whc.unesco.org/uploads/thumbs/site_0582_0009-1200-630-20140110155852.jpg
Petäjävesi Old Church,cultural,https://whc.unesco.org/en/list/584,584,https://whc.unesco.org/en/list/584/gallery,https://whc.unesco.org/uploads/thumbs/site_0584_0001-1200-630-20090910174931.jpg
Verla Groundwood and Board Mill,cultural,https://whc.unesco.org/en/list/751,751,https://whc.unesco.org/en/list/751/gallery,https://whc.unesco.org/uploads/thumbs/site_0751_0001-1200-630-20090925164428.jpg
Bronze Age Burial Site of Sammallahdenmäki,cultural,https://whc.unesco.org/en/list/579,579,https://whc.unesco.org/en/list/579/gallery,https://whc.unesco.org/uploads/thumbs/site_0579_0001-1200-630-20090925165115.jpg
High Coast / Kvarken Archipelago,natural,https://whc.unesco.org/en/list/898,898,https://whc.unesco.org/en/list/898/gallery,https://whc.unesco.org/uploads/thumbs/site_0898_0001-1200-630-20110920203436.jpg
Struve Geodetic Arc,cultural,https://whc.unesco.org/en/list/1187,1187,https://whc.unesco.org/en/list/1187/gallery,https://whc.unesco.org/uploads/thumbs/site_1187_0001-1200-630-20151104154840.jpg
Chartres Cathedral,cultural,https://whc.unesco.org/en/list/81,81,https://whc.unesco.org/en/list/81/gallery,https://whc.unesco.org/uploads/thumbs/site_0081_0001-1200-630-20151104132433.jpg
Mont-Saint-Michel and its Bay,cultural,https://whc.unesco.org/en/list/80,80,https://whc.unesco.org/en/list/80/gallery,https://whc.unesco.org/uploads/thumbs/site_0080_0050-1200-630-20241028145740.jpg
Palace and Park of Versailles,cultural,https://whc.unesco.org/en/list/83,83,https://whc.unesco.org/en/list/83/gallery,https://whc.unesco.org/uploads/thumbs/site_0083_0019-1200-630-20251022164059.jpg
Prehistoric Sites and Decorated Caves of the Vézère Valley,cultural,https://whc.unesco.org/en/list/85,85,https://whc.unesco.org/en/list/85/gallery,https://whc.unesco.org/uploads/thumbs/site_0085_0001-1200-630-20151104175849.jpg
"Vézelay, Church and Hill",cultural,https://whc.unesco.org/en/list/84,84,https://whc.unesco.org/en/list/84/gallery,https://whc.unesco.org/uploads/thumbs/site_0084_0064-1200-630-20151104180554.jpg
Amiens Cathedral,cultural,https://whc.unesco.org/en/list/162,162,https://whc.unesco.org/en/list/162/gallery,https://whc.unesco.org/uploads/thumbs/site_0162_0002-1200-630-20251022164455.jpg
"Arles, Roman and Romanesque Monuments",cultural,https://whc.unesco.org/en/list/164,164,https://whc.unesco.org/en/list/164/gallery,https://whc.unesco.org/uploads/thumbs/site_0164_0038-1200-630-20251020175925.jpg
Cistercian Abbey of Fontenay,cultural,https://whc.unesco.org/en/list/165,165,https://whc.unesco.org/en/list/165/gallery,https://whc.unesco.org/uploads/thumbs/site_0165_0001-1200-630-20251022165057.jpg
Palace and Park of Fontainebleau,cultural,https://whc.unesco.org/en/list/160,160,https://whc.unesco.org/en/list/160/gallery,https://whc.unesco.org/uploads/thumbs/site_0160_0001-1200-630-20251022164244.jpg
"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",cultural,https://whc.unesco.org/en/list/163,163,https://whc.unesco.org/en/list/163/gallery,https://whc.unesco.org/uploads/thumbs/site_0163_0001-1200-630-20251022165424.jpg
"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",cultural,https://whc.unesco.org/en/list/203,203,https://whc.unesco.org/en/list/203/gallery,https://whc.unesco.org/uploads/thumbs/site_0203_0001-1200-630-20251022165513.jpg
Abbey Church of Saint-Savin sur Gartempe,cultural,https://whc.unesco.org/en/list/230,230,https://whc.unesco.org/en/list/230/gallery,https://whc.unesco.org/uploads/thumbs/site_0230_0001-1200-630-20251022165743.jpg
"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",natural,https://whc.unesco.org/en/list/258,258,https://whc.unesco.org/en/list/258/gallery,https://whc.unesco.org/uploads/thumbs/site_0258_0002-1200-630-20251022165835.jpg
"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",cultural,https://whc.unesco.org/en/list/229,229,https://whc.unesco.org/en/list/229/gallery,https://whc.unesco.org/uploads/thumbs/site_0229_0001-1200-630-20251022165947.jpg
Pont du Gard (Roman Aqueduct),cultural,https://whc.unesco.org/en/list/344,344,https://whc.unesco.org/en/list/344/gallery,https://whc.unesco.org/uploads/thumbs/site_0344_0021-1200-630-20151104175805.jpg
"Strasbourg, Grande-Île andNeustadt",cultural,https://whc.unesco.org/en/list/495,495,https://whc.unesco.org/en/list/495/gallery,https://whc.unesco.org/uploads/thumbs/site_0495_0003-1200-630-20170706170425.jpg
"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",cultural,https://whc.unesco.org/en/list/601,601,https://whc.unesco.org/en/list/601/gallery,https://whc.unesco.org/uploads/thumbs/site_0601_0001-1200-630-20251022170159.jpg
"Paris, Banks of the Seine",cultural,https://whc.unesco.org/en/list/600,600,https://whc.unesco.org/en/list/600/gallery,https://whc.unesco.org/uploads/thumbs/site_0600_0061-1200-630-20190417100817.jpg
Bourges Cathedral,cultural,https://whc.unesco.org/en/list/635,635,https://whc.unesco.org/en/list/635/gallery,https://whc.unesco.org/uploads/thumbs/site_0635_0012-1200-630-20251022171314.jpg
"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",cultural,https://whc.unesco.org/en/list/228,228,https://whc.unesco.org/en/list/228/gallery,https://whc.unesco.org/uploads/thumbs/site_0228_0079-1200-630-20250901120317.jpg
Canal du Midi,cultural,https://whc.unesco.org/en/list/770,770,https://whc.unesco.org/en/list/770/gallery,https://whc.unesco.org/uploads/thumbs/site_0770_0001-1200-630-20251022171829.jpg
Historic Fortified City of Carcassonne,cultural,https://whc.unesco.org/en/list/345,345,https://whc.unesco.org/en/list/345/gallery,https://whc.unesco.org/uploads/thumbs/site_0345_0001-1200-630-20251022172126.jpg
Pyrénées - Mont Perdu,mixed,https://whc.unesco.org/en/list/773,773,https://whc.unesco.org/en/list/773/gallery,https://whc.unesco.org/uploads/thumbs/site_0773_0001-1200-630-20151105095457.jpg
Historic Site of Lyon,cultural,https://whc.unesco.org/en/list/872,872,https://whc.unesco.org/en/list/872/gallery,https://whc.unesco.org/uploads/thumbs/site_0872_0001-1200-630-20250108121347.jpg
Routes of Santiago de Compostela in France,cultural,https://whc.unesco.org/en/list/868,868,https://whc.unesco.org/en/list/868/gallery,https://whc.unesco.org/uploads/thumbs/site_0868_0001-1200-630-20151104180136.jpg
Belfries of Belgium and France,cultural,https://whc.unesco.org/en/list/943,943,https://whc.unesco.org/en/list/943/gallery,https://whc.unesco.org/uploads/thumbs/site_0943_0001-1200-630-20251022172600.jpg
Jurisdiction of Saint-Emilion,cultural,https://whc.unesco.org/en/list/932,932,https://whc.unesco.org/en/list/932/gallery,https://whc.unesco.org/uploads/thumbs/site_0932_0040-1200-630-20251006131902.jpg
The Loire Valley between Sully-sur-Loire and Chalonnes,cultural,https://whc.unesco.org/en/list/933,933,https://whc.unesco.org/en/list/933/gallery,https://whc.unesco.org/uploads/thumbs/site_0933_0007-1200-630-20251022172934.jpg
"Provins, Town of Medieval Fairs",cultural,https://whc.unesco.org/en/list/873,873,https://whc.unesco.org/en/list/873/gallery,https://whc.unesco.org/uploads/thumbs/site_0873_0011-1200-630-20251022173027.jpg
"Le Havre, the City Rebuilt by Auguste Perret",cultural,https://whc.unesco.org/en/list/1181,1181,https://whc.unesco.org/en/list/1181/gallery,https://whc.unesco.org/uploads/thumbs/site_1181_0001-1200-630-20151104175507.jpg
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,natural,https://whc.unesco.org/en/list/1133,1133,https://whc.unesco.org/en/list/1133/gallery,https://whc.unesco.org/uploads/thumbs/site_1133_0076-1200-630-20251103122935.jpg
"Bordeaux, Port of the Moon",cultural,https://whc.unesco.org/en/list/1256,1256,https://whc.unesco.org/en/list/1256/gallery,https://whc.unesco.org/uploads/thumbs/site_1256_0001-1200-630-20151104174854.jpg
Fortifications of Vauban,cultural,https://whc.unesco.org/en/list/1283,1283,https://whc.unesco.org/en/list/1283/gallery,https://whc.unesco.org/uploads/thumbs/site_1283_0019-1200-630-20251022173324.jpg
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,natural,https://whc.unesco.org/en/list/1115,1115,https://whc.unesco.org/en/list/1115/gallery,https://whc.unesco.org/uploads/thumbs/site_1115_0018-1200-630-20231020114746.jpg
Episcopal City of Albi,cultural,https://whc.unesco.org/en/list/1337,1337,https://whc.unesco.org/en/list/1337/gallery,https://whc.unesco.org/uploads/thumbs/site_1337_0003-1200-630-20241028123650.jpg
"Pitons, cirques and remparts of Reunion Island",natural,https://whc.unesco.org/en/list/1317,1317,https://whc.unesco.org/en/list/1317/gallery,https://whc.unesco.org/uploads/thumbs/site_1317_0027-1200-630-20231018163420.jpg
Prehistoric Pile Dwellings around the Alps,cultural,https://whc.unesco.org/en/list/1363,1363,https://whc.unesco.org/en/list/1363/gallery,https://whc.unesco.org/uploads/thumbs/site_1363_0001-1200-630-20260121175321.jpg
"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",cultural,https://whc.unesco.org/en/list/1153,1153,https://whc.unesco.org/en/list/1153/gallery,https://whc.unesco.org/uploads/thumbs/site_1153_0003-1200-630-20110630162423.jpg
Nord-Pas de Calais Mining Basin,cultural,https://whc.unesco.org/en/list/1360,1360,https://whc.unesco.org/en/list/1360/gallery,https://whc.unesco.org/uploads/thumbs/site_1360_0001-1200-630-20190821122838.jpg
"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",cultural,https://whc.unesco.org/en/list/1426,1426,https://whc.unesco.org/en/list/1426/gallery,https://whc.unesco.org/uploads/thumbs/site_1426_0004-1200-630-20230317123726.jpg
"Champagne Hillsides, Houses and Cellars",cultural,https://whc.unesco.org/en/list/1465,1465,https://whc.unesco.org/en/list/1465/gallery,https://whc.unesco.org/uploads/thumbs/site_1465_0003-1200-630-20150610103953.jpg
"The Climats, terroirs of Burgundy",cultural,https://whc.unesco.org/en/list/1425,1425,https://whc.unesco.org/en/list/1425/gallery,https://whc.unesco.org/uploads/thumbs/site_1425_0046-1200-630-20220303160657.jpg
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",cultural,https://whc.unesco.org/en/list/1321,1321,https://whc.unesco.org/en/list/1321/gallery,https://whc.unesco.org/uploads/thumbs/site_1321_0036-1200-630-20221003172203.jpg
Taputapuātea,cultural,https://whc.unesco.org/en/list/1529,1529,https://whc.unesco.org/en/list/1529/gallery,https://whc.unesco.org/uploads/thumbs/site_1529_0020-1200-630-20170609175043.jpg
Chaîne des Puys - Limagne fault tectonic arena,natural,https://whc.unesco.org/en/list/1434,1434,https://whc.unesco.org/en/list/1434/gallery,https://whc.unesco.org/uploads/thumbs/site_1434_0004-1200-630-20221003104851.jpg
French Austral Lands and Seas,natural,https://whc.unesco.org/en/list/1603,1603,https://whc.unesco.org/en/list/1603/gallery,https://whc.unesco.org/uploads/thumbs/site_1603_0016-1200-630-20230222175345.jpg
Cordouan Lighthouse,cultural,https://whc.unesco.org/en/list/1625,1625,https://whc.unesco.org/en/list/1625/gallery,https://whc.unesco.org/uploads/thumbs/site_1625_0014-1200-630-20241028151724.jpg
"Nice, Winter Resort Town of the Riviera",cultural,https://whc.unesco.org/en/list/1635,1635,https://whc.unesco.org/en/list/1635/gallery,https://whc.unesco.org/uploads/thumbs/site_1635_0004-1200-630-20220408112252.jpg
The Great Spa Towns of Europe,cultural,https://whc.unesco.org/en/list/1613,1613,https://whc.unesco.org/en/list/1613/gallery,https://whc.unesco.org/uploads/thumbs/site_1613_0001-1200-630-20210401103443.jpg
Funerary and memory sites of the First World War (Western Front),cultural,https://whc.unesco.org/en/list/1567,1567,https://whc.unesco.org/en/list/1567/gallery,https://whc.unesco.org/uploads/thumbs/site_1567_0024-1200-630-20250507165448.jpg
The Maison Carrée of Nîmes,cultural,https://whc.unesco.org/en/list/1569,1569,https://whc.unesco.org/en/list/1569/gallery,https://whc.unesco.org/uploads/thumbs/site_1569_0037-1200-630-20250829133011.jpg
Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,natural,https://whc.unesco.org/en/list/1657,1657,https://whc.unesco.org/en/list/1657/gallery,https://whc.unesco.org/uploads/thumbs/site_1657_0002-1200-630-20240502112024.jpg
Te Henua Enata – The Marquesas Islands,mixed,https://whc.unesco.org/en/list/1707,1707,https://whc.unesco.org/en/list/1707/gallery,https://whc.unesco.org/uploads/thumbs/site_1707_0008-1200-630-20241029093646.jpg
Megaliths of Carnac and of the shores of Morbihan,cultural,https://whc.unesco.org/en/list/1725,1725,https://whc.unesco.org/en/list/1725/gallery,https://whc.unesco.org/uploads/thumbs/site_1725_0012-1200-630-20250626180126.jpg
Ecosystem and Relict Cultural Landscape of Lopé-Okanda,mixed,https://whc.unesco.org/en/list/1147,1147,https://whc.unesco.org/en/list/1147/gallery,https://whc.unesco.org/uploads/thumbs/site_1147_0001-1200-630-20151105095628.jpg
Ivindo National Park,natural,https://whc.unesco.org/en/list/1653,1653,https://whc.unesco.org/en/list/1653/gallery,https://whc.unesco.org/uploads/thumbs/site_1653_0011-1200-630-20231107171518.jpg
Kunta Kinteh Island and Related Sites,cultural,https://whc.unesco.org/en/list/761,761,https://whc.unesco.org/en/list/761/gallery,https://whc.unesco.org/uploads/thumbs/site_0761_0001-1200-630-20090911155903.jpg
Stone Circles of Senegambia,cultural,https://whc.unesco.org/en/list/1226,1226,https://whc.unesco.org/en/list/1226/gallery,https://whc.unesco.org/uploads/thumbs/site_1226_0001-1200-630-20090923154919.jpg
Gelati Monastery,cultural,https://whc.unesco.org/en/list/710,710,https://whc.unesco.org/en/list/710/gallery,https://whc.unesco.org/uploads/thumbs/site_0710_0007-1200-630-20150630134857.jpg
Historical Monuments of Mtskheta,cultural,https://whc.unesco.org/en/list/708,708,https://whc.unesco.org/en/list/708/gallery,https://whc.unesco.org/uploads/thumbs/site_0708_0006-1200-630-20250903122747.jpg
Upper Svaneti,cultural,https://whc.unesco.org/en/list/709,709,https://whc.unesco.org/en/list/709/gallery,https://whc.unesco.org/uploads/thumbs/site_0709_0001-1200-630-20070814153826.jpg
Colchic Rainforests and Wetlands,natural,https://whc.unesco.org/en/list/1616,1616,https://whc.unesco.org/en/list/1616/gallery,https://whc.unesco.org/uploads/thumbs/site_1616_0011-1200-630-20211126120348.jpg
Aachen Cathedral,cultural,https://whc.unesco.org/en/list/3,3,https://whc.unesco.org/en/list/3/gallery,https://whc.unesco.org/uploads/thumbs/site_0003_0001-1200-630-20250108174510.jpg
Speyer Cathedral,cultural,https://whc.unesco.org/en/list/168,168,https://whc.unesco.org/en/list/168/gallery,https://whc.unesco.org/uploads/thumbs/site_0168_0001-1200-630-20251217163410.jpg
Würzburg Residence with the Court Gardens and Residence Square,cultural,https://whc.unesco.org/en/list/169,169,https://whc.unesco.org/en/list/169/gallery,https://whc.unesco.org/uploads/thumbs/site_0169_0001-1200-630-20151105101959.jpg
Pilgrimage Church of Wies,cultural,https://whc.unesco.org/en/list/271,271,https://whc.unesco.org/en/list/271/gallery,https://whc.unesco.org/uploads/thumbs/site_0271_0001-1200-630-20131014172231.jpg
Castles of Augustusburg and Falkenlust at Brühl,cultural,https://whc.unesco.org/en/list/288,288,https://whc.unesco.org/en/list/288/gallery,https://whc.unesco.org/uploads/thumbs/site_0288_0010-1200-630-20140708150345.jpg
St Mary's Cathedral and St Michael's Church at Hildesheim,cultural,https://whc.unesco.org/en/list/187,187,https://whc.unesco.org/en/list/187/gallery,https://whc.unesco.org/uploads/thumbs/site_0187_0001-1200-630-20090924143057.jpg
"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",cultural,https://whc.unesco.org/en/list/367,367,https://whc.unesco.org/en/list/367/gallery,https://whc.unesco.org/uploads/thumbs/site_0367_0008-1200-630-20260114151747.jpg
Frontiers of the Roman Empire,cultural,https://whc.unesco.org/en/list/430,430,https://whc.unesco.org/en/list/430/gallery,
Hanseatic City of Lübeck,cultural,https://whc.unesco.org/en/list/272,272,https://whc.unesco.org/en/list/272/gallery,https://whc.unesco.org/uploads/thumbs/site_0272_0005-1200-630-20251217174651.jpg
Palaces and Parks of Potsdam and Berlin,cultural,https://whc.unesco.org/en/list/532,532,https://whc.unesco.org/en/list/532/gallery,https://whc.unesco.org/uploads/thumbs/site_0532_0015-1200-630-20260112175751.jpg
Abbey and Altenmünster of Lorsch,cultural,https://whc.unesco.org/en/list/515,515,https://whc.unesco.org/en/list/515/gallery,https://whc.unesco.org/uploads/thumbs/site_0515_0004-1200-630-20260114153231.jpg
"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System",cultural,https://whc.unesco.org/en/list/623,623,https://whc.unesco.org/en/list/623/gallery,https://whc.unesco.org/uploads/thumbs/site_0623_0003-1200-630-20100730122926.jpg
Maulbronn Monastery Complex,cultural,https://whc.unesco.org/en/list/546,546,https://whc.unesco.org/en/list/546/gallery,https://whc.unesco.org/uploads/thumbs/site_0546_0014-1200-630-20260120152612.jpg
Town of Bamberg,cultural,https://whc.unesco.org/en/list/624,624,https://whc.unesco.org/en/list/624/gallery,https://whc.unesco.org/uploads/thumbs/site_0624_0002-1200-630-20260120154929.jpg
"Collegiate Church, Castle and Old Town of Quedlinburg",cultural,https://whc.unesco.org/en/list/535,535,https://whc.unesco.org/en/list/535/gallery,https://whc.unesco.org/uploads/thumbs/site_0535_0017-1200-630-20260120155131.jpg
Völklingen Ironworks,cultural,https://whc.unesco.org/en/list/687,687,https://whc.unesco.org/en/list/687/gallery,https://whc.unesco.org/uploads/thumbs/site_0687_0001-1200-630-20260121094349.jpg
Messel Pit Fossil Site,natural,https://whc.unesco.org/en/list/720,720,https://whc.unesco.org/en/list/720/gallery,https://whc.unesco.org/uploads/thumbs/site_0720_0006-1200-630-20260121094615.jpg
"Bauhaus and its Sites in Weimar, Dessau and Bernau",cultural,https://whc.unesco.org/en/list/729,729,https://whc.unesco.org/en/list/729/gallery,https://whc.unesco.org/uploads/thumbs/site_0729_0001-1200-630-20170711150900.jpg
Cologne Cathedral,cultural,https://whc.unesco.org/en/list/292,292,https://whc.unesco.org/en/list/292/gallery,https://whc.unesco.org/uploads/thumbs/site_0292_0013-1200-630-20151105100652.jpg
Luther Memorials in Eisleben and Wittenberg,cultural,https://whc.unesco.org/en/list/783,783,https://whc.unesco.org/en/list/783/gallery,https://whc.unesco.org/uploads/thumbs/site_0783_0001-1200-630-20090918100643.jpg
Classical Weimar,cultural,https://whc.unesco.org/en/list/846,846,https://whc.unesco.org/en/list/846/gallery,https://whc.unesco.org/uploads/thumbs/site_0846_0030-1200-630-20200303175232.jpg
"Museumsinsel (Museum Island), Berlin",cultural,https://whc.unesco.org/en/list/896,896,https://whc.unesco.org/en/list/896/gallery,https://whc.unesco.org/uploads/thumbs/site_0896_0030-1200-630-20140708152542.jpg
Wartburg Castle,cultural,https://whc.unesco.org/en/list/897,897,https://whc.unesco.org/en/list/897/gallery,https://whc.unesco.org/uploads/thumbs/site_0897_0013-1200-630-20140708154053.jpg
Garden Kingdom of Dessau-Wörlitz,cultural,https://whc.unesco.org/en/list/534,534,https://whc.unesco.org/en/list/534/gallery,https://whc.unesco.org/uploads/thumbs/site_0534_0006-1200-630-20151105100744.jpg
Monastic Island of Reichenau,cultural,https://whc.unesco.org/en/list/974,974,https://whc.unesco.org/en/list/974/gallery,https://whc.unesco.org/uploads/thumbs/site_0974_0001-1200-630-20090918102325.jpg
Zollverein Coal Mine Industrial Complex in Essen,cultural,https://whc.unesco.org/en/list/975,975,https://whc.unesco.org/en/list/975/gallery,https://whc.unesco.org/uploads/thumbs/site_0975_0024-1200-630-20180808113358.jpg
Historic Centres of Stralsund and Wismar,cultural,https://whc.unesco.org/en/list/1067,1067,https://whc.unesco.org/en/list/1067/gallery,https://whc.unesco.org/uploads/thumbs/site_1067_0001-1200-630-20260121115941.jpg
Upper Middle Rhine Valley,cultural,https://whc.unesco.org/en/list/1066,1066,https://whc.unesco.org/en/list/1066/gallery,https://whc.unesco.org/uploads/thumbs/site_1066_0012-1200-630-20151105101739.jpg
Dresden Elbe Valley,cultural,https://whc.unesco.org/en/list/1156,1156,https://whc.unesco.org/en/list/1156/gallery,https://whc.unesco.org/uploads/thumbs/site_1156_0013-1200-630-20260121121925.jpg
Muskauer Park / Park Mużakowski,cultural,https://whc.unesco.org/en/list/1127,1127,https://whc.unesco.org/en/list/1127/gallery,https://whc.unesco.org/uploads/thumbs/site_1127_0017-1200-630-20260121121819.jpg
Town Hall and Roland on the Marketplace of Bremen,cultural,https://whc.unesco.org/en/list/1087,1087,https://whc.unesco.org/en/list/1087/gallery,https://whc.unesco.org/uploads/thumbs/site_1087_0008-1200-630-20260121121258.jpg
Old town of Regensburg with Stadtamhof,cultural,https://whc.unesco.org/en/list/1155,1155,https://whc.unesco.org/en/list/1155/gallery,https://whc.unesco.org/uploads/thumbs/site_1155_0016-1200-630-20251113092940.jpg
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,natural,https://whc.unesco.org/en/list/1133,1133,https://whc.unesco.org/en/list/1133/gallery,https://whc.unesco.org/uploads/thumbs/site_1133_0076-1200-630-20251103122935.jpg
Berlin Modernism Housing Estates,cultural,https://whc.unesco.org/en/list/1239,1239,https://whc.unesco.org/en/list/1239/gallery,https://whc.unesco.org/uploads/thumbs/site_1239_0008-1200-630-20250416093612.jpg
Wadden Sea,natural,https://whc.unesco.org/en/list/1314,1314,https://whc.unesco.org/en/list/1314/gallery,https://whc.unesco.org/uploads/thumbs/site_1314_0002-1200-630-20260121174935.jpg
Fagus Factory in Alfeld,cultural,https://whc.unesco.org/en/list/1368,1368,https://whc.unesco.org/en/list/1368/gallery,https://whc.unesco.org/uploads/thumbs/site_1368_0003-1200-630-20221003104320.jpg
Prehistoric Pile Dwellings around the Alps,cultural,https://whc.unesco.org/en/list/1363,1363,https://whc.unesco.org/en/list/1363/gallery,https://whc.unesco.org/uploads/thumbs/site_1363_0001-1200-630-20260121175321.jpg
Margravial Opera House Bayreuth,cultural,https://whc.unesco.org/en/list/1379,1379,https://whc.unesco.org/en/list/1379/gallery,https://whc.unesco.org/uploads/thumbs/site_1379_0012-1200-630-20151111154438.jpg
Bergpark Wilhelmshöhe,cultural,https://whc.unesco.org/en/list/1413,1413,https://whc.unesco.org/en/list/1413/gallery,https://whc.unesco.org/uploads/thumbs/site_1413_0006-1200-630-20260123144514.jpg
Carolingian Westwork and Civitas Corvey,cultural,https://whc.unesco.org/en/list/1447,1447,https://whc.unesco.org/en/list/1447/gallery,https://whc.unesco.org/uploads/thumbs/site_1447_0006-1200-630-20260126095523.jpg
Moravian Church Settlements,cultural,https://whc.unesco.org/en/list/1468,1468,https://whc.unesco.org/en/list/1468/gallery,https://whc.unesco.org/uploads/thumbs/site_1468_0030-1200-630-20260126095630.jpg
Speicherstadt and Kontorhaus District with Chilehaus,cultural,https://whc.unesco.org/en/list/1467,1467,https://whc.unesco.org/en/list/1467/gallery,https://whc.unesco.org/uploads/thumbs/site_1467_0001-1200-630-20150610110605.jpg
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",cultural,https://whc.unesco.org/en/list/1321,1321,https://whc.unesco.org/en/list/1321/gallery,https://whc.unesco.org/uploads/thumbs/site_1321_0036-1200-630-20221003172203.jpg
Caves and Ice Age Art in the Swabian Jura,cultural,https://whc.unesco.org/en/list/1527,1527,https://whc.unesco.org/en/list/1527/gallery,https://whc.unesco.org/uploads/thumbs/site_1527_0002-1200-630-20221004095704.jpg
Archaeological Border complex of Hedeby and the Danevirke,cultural,https://whc.unesco.org/en/list/1553,1553,https://whc.unesco.org/en/list/1553/gallery,https://whc.unesco.org/uploads/thumbs/site_1553_0004-1200-630-20180122173132.jpg
Naumburg Cathedral,cultural,https://whc.unesco.org/en/list/1470,1470,https://whc.unesco.org/en/list/1470/gallery,https://whc.unesco.org/uploads/thumbs/site_1470_0008-1200-630-20180221180445.jpg
Erzgebirge/Krušnohoří Mining Region,cultural,https://whc.unesco.org/en/list/1478,1478,https://whc.unesco.org/en/list/1478/gallery,https://whc.unesco.org/uploads/thumbs/site_1478_0014-1200-630-20260206163729.jpg
Water Management System of Augsburg,cultural,https://whc.unesco.org/en/list/1580,1580,https://whc.unesco.org/en/list/1580/gallery,https://whc.unesco.org/uploads/thumbs/site_1580_0009-1200-630-20221125113459.jpg
Frontiers of the Roman Empire – The Danube Limes (Western Segment),cultural,https://whc.unesco.org/en/list/1608,1608,https://whc.unesco.org/en/list/1608/gallery,https://whc.unesco.org/uploads/thumbs/site_1608_0041-1200-630-20251127121059.jpg
Frontiers of the Roman Empire – The Lower German Limes,cultural,https://whc.unesco.org/en/list/1631,1631,https://whc.unesco.org/en/list/1631/gallery,https://whc.unesco.org/uploads/thumbs/site_1631_0013-1200-630-20241104123549.jpg
Mathildenhöhe Darmstadt,cultural,https://whc.unesco.org/en/list/1614,1614,https://whc.unesco.org/en/list/1614/gallery,https://whc.unesco.org/uploads/thumbs/site_1614_0012-1200-630-20260218150015.jpg
"ShUM Sites of Speyer, Worms and Mainz",cultural,https://whc.unesco.org/en/list/1636,1636,https://whc.unesco.org/en/list/1636/gallery,https://whc.unesco.org/uploads/thumbs/site_1636_0003-1200-630-20210604115457.jpg
The Great Spa Towns of Europe,cultural,https://whc.unesco.org/en/list/1613,1613,https://whc.unesco.org/en/list/1613/gallery,https://whc.unesco.org/uploads/thumbs/site_1613_0001-1200-630-20210401103443.jpg
Jewish-Medieval Heritage of Erfurt,cultural,https://whc.unesco.org/en/list/1656,1656,https://whc.unesco.org/en/list/1656/gallery,https://whc.unesco.org/uploads/thumbs/site_1656_0002-1200-630-20231020132959.jpg
Schwerin Residence Ensemble,cultural,https://whc.unesco.org/en/list/1705,1705,https://whc.unesco.org/en/list/1705/gallery,https://whc.unesco.org/uploads/thumbs/site_1705_0012-1200-630-20240605111802.jpg
"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee",cultural,https://whc.unesco.org/en/list/1726,1726,https://whc.unesco.org/en/list/1726/gallery,https://whc.unesco.org/uploads/thumbs/site_1726_0004-1200-630-20250616151202.jpg
"Forts and Castles, Volta, Greater Accra, Central and Western Regions",cultural,https://whc.unesco.org/en/list/34,34,https://whc.unesco.org/en/list/34/gallery,https://whc.unesco.org/uploads/thumbs/site_0034_0001-1200-630-20151105102226.jpg
Asante Traditional Buildings,cultural,https://whc.unesco.org/en/list/35,35,https://whc.unesco.org/en/list/35/gallery,https://whc.unesco.org/uploads/thumbs/site_0035_0001-1200-630-20091006123446.jpg
Temple of Apollo Epicurius at Bassae,cultural,https://whc.unesco.org/en/list/392,392,https://whc.unesco.org/en/list/392/gallery,https://whc.unesco.org/uploads/thumbs/site_0392_0001-1200-630-20090924102441.jpg
"Acropolis, Athens",cultural,https://whc.unesco.org/en/list/404,404,https://whc.unesco.org/en/list/404/gallery,https://whc.unesco.org/uploads/thumbs/site_0404_0001-1200-630-20151105102353.jpg
Archaeological Site of Delphi,cultural,https://whc.unesco.org/en/list/393,393,https://whc.unesco.org/en/list/393/gallery,https://whc.unesco.org/uploads/thumbs/site_0393_0001-1200-630-20140612150806.jpg
